,city,date,district,building state,main use,total floor number
16989,新北市,2014-11-08,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
37231,台中市,2014-11-10,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15575,新北市,2014-11-10,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15951,新北市,2014-11-11,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
36868,台中市,2014-11-11,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15574,新北市,2014-11-12,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
37221,台中市,2014-11-13,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
37241,台中市,2014-11-15,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
37251,台中市,2014-11-16,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15855,新北市,2014-11-17,淡水區,住宅大樓(11層含以上有電梯),住家用,28
36380,台中市,2014-11-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36455,台中市,2014-11-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36463,台中市,2014-11-19,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15929,新北市,2014-11-20,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
16998,新北市,2014-11-27,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15926,新北市,2014-11-27,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15952,新北市,2014-11-27,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
37216,台中市,2014-11-28,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
12953,新北市,2014-11-28,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15581,新北市,2014-11-29,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
10863,新北市,2014-12-01,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,22
12649,新北市,2014-12-04,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
8710,新北市,2014-12-05,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,24
15928,新北市,2014-12-06,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
18504,新北市,2014-12-07,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,25
12647,新北市,2014-12-11,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12648,新北市,2014-12-11,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15566,新北市,2014-12-13,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
36879,台中市,2014-12-14,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
8709,新北市,2014-12-14,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,24
15943,新北市,2014-12-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12951,新北市,2014-12-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
3265,台北市,2014-12-17,北投區,華廈(10層含以下有電梯),住家用,9
6480,新北市,2014-12-17,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
36457,台中市,2014-12-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
9387,新北市,2014-12-20,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
14556,新北市,2014-12-21,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,25
16098,新北市,2014-12-27,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
36875,台中市,2014-12-27,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
13456,新北市,2014-12-27,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
17403,新北市,2014-12-27,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
15940,新北市,2014-12-27,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
7759,新北市,2014-12-27,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
16380,新北市,2014-12-30,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
9607,新北市,2014-12-31,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,25
9608,新北市,2014-12-31,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,25
36884,台中市,2015-01-02,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
9389,新北市,2015-01-05,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
10745,新北市,2015-01-05,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
15938,新北市,2015-01-05,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
9595,新北市,2015-01-06,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
36384,台中市,2015-01-06,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15946,新北市,2015-01-08,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
7752,新北市,2015-01-09,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
15933,新北市,2015-01-10,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15931,新北市,2015-01-10,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15573,新北市,2015-01-10,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
10736,新北市,2015-01-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
12642,新北市,2015-01-11,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
16069,新北市,2015-01-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
36459,台中市,2015-01-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
10738,新北市,2015-01-18,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
16381,新北市,2015-01-21,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
12204,新北市,2015-01-22,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
7481,新北市,2015-01-26,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
15569,新北市,2015-01-27,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
37234,台中市,2015-01-29,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
3473,台北市,2015-01-30,北投區,華廈(10層含以下有電梯),住家用,9
10735,新北市,2015-01-31,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
36861,台中市,2015-02-03,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36862,台中市,2015-02-07,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
16095,新北市,2015-02-07,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
37235,台中市,2015-02-08,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
12620,新北市,2015-02-13,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
34964,台中市,2015-02-13,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
12632,新北市,2015-02-13,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
36872,台中市,2015-02-14,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
7474,新北市,2015-02-14,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
16996,新北市,2015-02-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
16068,新北市,2015-02-15,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
36903,台中市,2015-02-15,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
30591,台中市,2015-02-15,大里區,辦公商業大樓,見其他登記事項,13
12631,新北市,2015-02-15,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
919,台北市,2015-02-16,中正區,透天厝,住商用,3
15939,新北市,2015-02-16,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
13651,新北市,2015-02-17,淡水區,住宅大樓(11層含以上有電梯),住家用,29
10740,新北市,2015-02-26,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
15604,新北市,2015-02-27,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15605,新北市,2015-02-27,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12628,新北市,2015-03-02,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12636,新北市,2015-03-02,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
34101,台中市,2015-03-03,大里區,辦公商業大樓,見其他登記事項,13
16997,新北市,2015-03-03,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
13436,新北市,2015-03-04,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12630,新北市,2015-03-04,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12623,新北市,2015-03-04,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
10741,新北市,2015-03-08,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
14712,新北市,2015-03-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
14713,新北市,2015-03-10,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
13307,新北市,2015-03-11,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
10388,新北市,2015-03-12,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,15
12622,新北市,2015-03-13,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
34957,台中市,2015-03-14,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
7758,新北市,2015-03-15,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
12627,新北市,2015-03-16,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
12624,新北市,2015-03-17,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
34952,台中市,2015-03-18,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
36543,台中市,2015-03-19,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
10743,新北市,2015-03-19,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
7749,新北市,2015-03-19,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
12638,新北市,2015-03-19,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15856,新北市,2015-03-21,淡水區,住宅大樓(11層含以上有電梯),住家用,28
34953,台中市,2015-03-23,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
15937,新北市,2015-03-25,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
31840,台中市,2015-03-26,西屯區,辦公商業大樓,見其他登記事項,39
31841,台中市,2015-03-26,西屯區,辦公商業大樓,見其他登記事項,39
4667,台北市,2015-03-27,中山區,住宅大樓(11層含以上有電梯),住家用,12
34407,台中市,2015-03-27,西屯區,辦公商業大樓,見其他登記事項,39
34967,台中市,2015-03-27,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
31843,台中市,2015-03-27,西屯區,辦公商業大樓,見其他登記事項,39
37238,台中市,2015-03-27,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
15568,新北市,2015-03-28,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
9407,新北市,2015-03-29,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
35785,台中市,2015-03-29,西屯區,辦公商業大樓,見其他登記事項,39
44,台北市,2015-03-30,信義區,住宅大樓(11層含以上有電梯),見其他登記事項,14
34958,台中市,2015-03-30,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
15947,新北市,2015-03-31,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
47869,高雄市,2015-04-01,三民區,公寓(5樓含以下無電梯),,5
12626,新北市,2015-04-05,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
37242,台中市,2015-04-06,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
31844,台中市,2015-04-06,西屯區,辦公商業大樓,見其他登記事項,39
31845,台中市,2015-04-06,西屯區,辦公商業大樓,見其他登記事項,39
15948,新北市,2015-04-08,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
26502,桃園市,2015-04-09,桃園區,住宅大樓(11層含以上有電梯),住家用,22
26501,桃園市,2015-04-11,桃園區,住宅大樓(11層含以上有電梯),住家用,22
23490,桃園市,2015-04-15,大園區,住宅大樓(11層含以上有電梯),住家用,26
4399,台北市,2015-04-16,中正區,其他,停車空間,12
7306,新北市,2015-04-17,淡水區,住宅大樓(11層含以上有電梯),住家用,24
36885,台中市,2015-04-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36812,台中市,2015-04-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36813,台中市,2015-04-18,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
39871,高雄市,2015-04-18,前鎮區,住宅大樓(11層含以上有電梯),見其它登記事項,21
27395,桃園市,2015-04-21,桃園區,住宅大樓(11層含以上有電梯),住家用,14
36814,台中市,2015-04-23,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
36902,台中市,2015-04-23,大里區,住宅大樓(11層含以上有電梯),見其他登記事項,23
10017,新北市,2015-04-24,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,19
31842,台中市,2015-04-24,西屯區,辦公商業大樓,見其他登記事項,39
43166,高雄市,2015-04-25,苓雅區,住宅大樓(11層含以上有電梯),見其他登記事項,29
9373,新北市,2015-04-26,汐止區,住宅大樓(11層含以上有電梯),見其他登記事項,25
9723,新北市,2015-04-27,新莊區,住宅大樓(11層含以上有電梯),見其他登記事項,22
13429,新北市,2015-04-29,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
14334,新北市,2015-04-30,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,25
36544,台中市,2015-04-30,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
14335,新北市,2015-04-30,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,25
14336,新北市,2015-04-30,中和區,住宅大樓(11層含以上有電梯),見其他登記事項,25
34965,台中市,2015-05-01,南屯區,住宅大樓(11層含以上有電梯),見其他登記事項,24
6233,新北市,2015-05-01,新莊區,辦公商業大樓,見其他登記事項,15
6061,新北市,2015-05-03,淡水區,住宅大樓(11層含以上有電梯),住家用,21
12621,新北市,2015-05-03,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
30592,台中市,2015-05-06,大里區,辦公商業大樓,見其他登記事項,13
12637,新北市,2015-05-07,五股區,住宅大樓(11層含以上有電梯),見其他登記事項,14
31847,台中市,2015-05-09,西屯區,辦公商業大樓,見其他登記事項,39
41815,高雄市,2015-05-09,前鎮區,住宅大樓(11層含以上有電梯),見其它登記事項,21
31846,台中市,2015-05-09,西屯區,辦公商業大樓,見其他登記事項,39
12950,新北市,2015-05-09,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
15572,新北市,2015-05-09,林口區,住宅大樓(11層含以上有電梯),見其他登記事項,14
